host_is_superhost,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
t,Central Business District,Entire condominium (condo),Entire home/apt,6,2 baths,2.0,3.0,403.0,2,182,0,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
t,Central Business District,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,2.0,230.0,2,182,16,46,76,351,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Central Business District,Entire condominium (condo),Entire home/apt,2,1 bath,1.0,1.0,230.0,2,182,16,46,76,351,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Central Business District,Entire condominium (condo),Entire home/apt,2,1 bath,1.0,1.0,230.0,2,182,16,46,76,331,6,4.83,4.83,5.0,4.33,4.5,4.83,4.83,t
f,Central Business District,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,1.0,140.0,2,1125,0,7,7,7,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
f,French Quarter,Room in boutique hotel,Private room,2,1 private bath,1.0,1.0,495.0,4,4,23,53,83,352,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
f,French Quarter,Room in boutique hotel,Private room,2,1 private bath,2.0,1.0,495.0,1,1125,30,60,90,361,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
f,French Quarter,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,2.0,321.0,3,30,23,53,83,358,34,4.41,4.62,4.62,4.76,4.47,4.91,4.68,t
t,West Riverside,Entire residential home,Entire home/apt,6,2 baths,2.0,2.0,225.0,2,1125,9,20,33,33,61,4.93,4.93,4.9,4.92,4.92,4.92,4.9,f
f,Freret,Private room in residential home,Private room,2,1 private bath,1.0,1.0,25.0,30,1125,4,34,64,339,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
t,St. Claude,Entire condominium (condo),Entire home/apt,2,1.5 baths,1.0,2.0,156.0,2,1125,21,47,77,257,20,4.5,4.65,4.8,4.6,4.75,4.75,4.35,t
f,French Quarter,Entire condominium (condo),Entire home/apt,8,1.5 baths,2.0,3.0,404.0,3,30,17,43,64,314,57,4.25,4.53,4.6,4.81,4.65,4.96,4.28,t
f,French Quarter,Entire condominium (condo),Entire home/apt,7,1 bath,2.0,4.0,356.0,3,30,18,38,60,315,35,4.29,4.46,4.34,4.57,4.46,4.83,4.43,t
f,French Quarter,Entire condominium (condo),Entire home/apt,4,1 bath,2.0,2.0,369.0,3,30,24,47,77,349,75,4.52,4.41,4.64,4.85,4.71,4.89,4.52,t
f,Fairgrounds,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,80.0,2,1125,10,38,66,141,84,4.68,4.71,4.63,4.93,4.95,4.81,4.62,t
f,Marigny,Entire residential home,Entire home/apt,12,3.5 baths,5.0,6.0,372.0,3,1125,10,21,42,290,46,4.74,4.76,4.7,4.91,4.89,4.8,4.74,f
f,Central Business District,Entire rental unit,Entire home/apt,6,2.5 baths,2.0,3.0,258.0,3,1125,15,45,75,350,29,4.76,4.83,4.66,4.72,4.76,4.83,4.76,f
t,Mid-City,Entire residential home,Entire home/apt,10,2 baths,3.0,6.0,195.0,2,1125,24,54,84,84,78,4.86,4.94,4.78,4.95,4.99,4.69,4.77,t
f,Hollygrove,Entire residential home,Entire home/apt,8,2 baths,4.0,4.0,150.0,3,30,0,0,0,0,3,5.0,4.67,5.0,4.67,5.0,4.67,4.67,t
t,Seventh Ward,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,159.0,2,1125,0,0,0,0,56,5.0,4.96,4.95,5.0,5.0,4.89,4.93,t
f,St. Claude,Entire condominium (condo),Entire home/apt,2,1.5 baths,1.0,1.0,249.0,1,100,27,57,83,83,37,4.78,4.92,4.68,4.81,4.97,4.76,4.65,f
f,Tulane - Gravier,Entire residential home,Entire home/apt,10,3 baths,5.0,6.0,359.0,2,1125,22,52,82,82,76,4.7,4.97,4.58,4.83,4.89,4.64,4.79,t
f,Leonidas,Entire residential home,Entire home/apt,6,1 bath,2.0,3.0,213.0,2,1125,21,42,72,226,74,4.96,4.93,4.92,4.96,4.93,4.89,4.85,f
t,Lower Garden District,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,131.0,1,1125,12,32,57,57,40,4.75,4.73,4.85,4.85,4.75,4.93,4.58,t
t,Freret,Private room in residential home,Private room,2,1 private bath,1.0,1.0,97.0,1,7,0,0,0,0,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
f,Uptown,Entire residential home,Entire home/apt,6,1 bath,2.0,3.0,143.0,2,1125,15,30,60,144,40,4.73,4.75,4.65,4.83,4.85,4.85,4.65,f
f,Central City,Entire rental unit,Entire home/apt,6,1 bath,2.0,2.0,126.0,2,365,15,45,75,341,12,4.33,4.75,4.92,4.67,4.67,4.5,4.58,t
f,Bywater,Entire residential home,Entire home/apt,4,1 bath,1.0,3.0,75.0,30,1125,0,0,0,0,1,5.0,5.0,5.0,4.0,5.0,5.0,5.0,f
f,Central City,Entire loft,Entire home/apt,4,2 baths,2.0,3.0,190.0,3,1125,10,19,46,313,50,4.7,4.7,4.84,4.72,4.74,4.76,4.68,f
t,St. Claude,Entire residential home,Entire home/apt,10,4 baths,5.0,5.0,857.0,3,1125,10,24,50,282,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,Central Business District,Entire condominium (condo),Entire home/apt,6,2 baths,2.0,3.0,239.0,1,1125,26,49,79,354,42,4.52,4.69,4.71,4.88,4.67,4.95,4.69,t
f,Central Business District,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,2.0,242.0,1,1125,0,0,0,216,12,4.33,4.92,4.58,5.0,4.17,4.92,4.83,f
f,Central Business District,Entire condominium (condo),Entire home/apt,6,2 baths,2.0,3.0,238.0,1,1125,18,40,57,308,32,4.72,4.75,4.94,4.75,4.66,4.97,4.63,t
f,Central Business District,Entire condominium (condo),Entire home/apt,6,2 baths,2.0,3.0,243.0,1,1125,24,54,84,357,32,4.47,4.69,4.78,4.78,4.72,4.94,4.69,t
f,Central Business District,Entire condominium (condo),Entire home/apt,6,2 baths,2.0,3.0,227.0,1,1125,23,46,76,351,39,4.64,4.87,4.72,4.9,4.56,4.95,4.72,t
t,Central Business District,Entire condominium (condo),Entire home/apt,6,2 baths,2.0,3.0,325.0,2,365,14,36,59,292,7,4.86,5.0,5.0,5.0,5.0,4.71,4.71,t
f,Tulane - Gravier,Entire residential home,Entire home/apt,10,3 baths,5.0,6.0,386.0,2,1125,18,44,74,74,70,4.74,4.79,4.53,4.89,4.9,4.71,4.8,t
t,French Quarter,Entire condominium (condo),Entire home/apt,2,1 bath,1.0,1.0,133.0,59,1125,0,22,23,208,9,5.0,5.0,5.0,5.0,5.0,5.0,4.89,f
f,Tulane - Gravier,Entire residential home,Entire home/apt,6,2 baths,2.0,3.0,247.0,2,180,5,35,65,65,90,4.7,4.76,4.41,4.92,4.81,4.74,4.73,t
f,Tulane - Gravier,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,242.0,2,1125,20,46,74,220,50,4.82,4.86,4.82,4.92,4.64,4.64,4.82,t
t,St. Roch,Entire residential home,Entire home/apt,8,2 baths,3.0,4.0,314.0,2,29,11,23,37,107,39,4.87,4.92,5.0,5.0,4.97,4.72,4.82,t
t,Uptown,Entire rental unit,Entire home/apt,4,1.5 baths,1.0,1.0,125.0,2,30,24,54,84,157,6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
f,Marigny,Private room in residential home,Private room,2,1 shared bath,1.0,1.0,75.0,30,30,0,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
t,Central Business District,Entire rental unit,Entire home/apt,8,3 baths,4.0,4.0,730.0,2,365,17,26,45,259,10,5.0,5.0,5.0,5.0,4.8,5.0,4.9,t
t,Central Business District,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,360.0,1,365,22,49,79,327,5,5.0,5.0,4.8,5.0,5.0,4.8,4.8,t
t,Central Business District,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,2.0,325.0,1,365,0,30,60,332,8,5.0,4.88,4.88,5.0,5.0,4.88,4.63,t
t,Central Business District,Entire condominium (condo),Entire home/apt,4,2 baths,2.0,3.0,325.0,1,365,17,43,63,289,12,5.0,4.92,5.0,4.75,5.0,4.92,4.83,t
t,Central Business District,Entire condominium (condo),Entire home/apt,6,2 baths,2.0,3.0,325.0,1,365,15,34,54,280,11,4.82,4.82,5.0,5.0,4.82,4.91,4.91,t
t,Central Business District,Entire condominium (condo),Entire home/apt,4,2 baths,2.0,3.0,325.0,2,365,19,45,70,295,13,5.0,5.0,5.0,5.0,5.0,5.0,4.85,t
t,Central Business District,Entire rental unit,Entire home/apt,8,2 baths,2.0,4.0,325.0,1,365,13,33,51,280,20,5.0,5.0,5.0,4.9,5.0,5.0,4.95,t
t,Central Business District,Entire condominium (condo),Entire home/apt,4,2 baths,2.0,3.0,335.0,1,365,21,51,77,324,2,4.5,5.0,5.0,4.5,5.0,5.0,4.0,t
t,Lower Garden District,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,182.0,1,365,21,47,67,328,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
t,Central Business District,Entire condominium (condo),Entire home/apt,6,2 baths,2.0,4.0,325.0,2,365,0,0,0,259,14,4.93,5.0,5.0,5.0,5.0,5.0,4.86,t
t,Central Business District,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,325.0,2,365,26,49,79,348,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
t,Central Business District,Entire condominium (condo),Entire home/apt,4,2 baths,2.0,2.0,325.0,1,365,15,35,56,297,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
t,Central Business District,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,335.0,2,365,15,35,56,304,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Central Business District,Entire condominium (condo),Entire home/apt,4,2 baths,2.0,2.0,325.0,2,365,20,41,62,294,10,5.0,5.0,5.0,5.0,5.0,4.9,4.9,t
t,Central Business District,Entire condominium (condo),Entire home/apt,4,2 baths,2.0,2.0,325.0,2,365,12,38,68,317,15,5.0,4.93,4.67,5.0,5.0,4.93,5.0,t
t,Central Business District,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,335.0,1,365,17,47,77,346,5,5.0,5.0,5.0,5.0,4.8,5.0,4.8,t
t,Central Business District,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,325.0,1,365,22,50,74,337,7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
t,Central Business District,Entire condominium (condo),Entire home/apt,4,2 baths,2.0,3.0,325.0,1,365,17,35,59,315,3,5.0,4.67,5.0,5.0,5.0,5.0,4.67,t
t,Central Business District,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,182.0,1,365,20,50,76,342,5,5.0,4.6,5.0,5.0,5.0,4.8,4.8,t
t,Bywater,Entire residential home,Entire home/apt,4,1 bath,1.0,1.0,110.0,2,10,9,20,50,140,33,4.91,5.0,4.88,4.94,5.0,4.97,4.88,f
f,Central Business District,Entire condominium (condo),Entire home/apt,4,2 baths,2.0,2.0,266.0,1,1125,26,56,86,361,36,4.72,4.83,4.89,4.67,4.44,4.94,4.72,t
f,Central Business District,Entire condominium (condo),Entire home/apt,4,2 baths,2.0,2.0,215.0,1,1125,16,41,71,337,36,4.72,4.78,4.78,4.94,4.64,4.92,4.75,t
f,Central Business District,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,2.0,270.0,1,1125,23,53,83,358,22,4.86,5.0,4.95,4.95,4.82,5.0,4.82,t
f,Central Business District,Entire condominium (condo),Entire home/apt,6,2 baths,2.0,3.0,245.0,1,1125,23,48,78,353,33,4.42,4.64,4.64,4.94,4.73,4.94,4.58,t
f,Central Business District,Entire condominium (condo),Entire home/apt,6,2 baths,2.0,3.0,235.0,1,1125,20,45,75,350,6,4.5,4.5,4.17,5.0,5.0,5.0,4.33,t
f,Central Business District,Entire condominium (condo),Entire home/apt,4,2 baths,2.0,2.0,226.0,1,1125,23,48,78,353,33,4.67,4.82,4.76,4.79,4.64,4.82,4.61,t
f,Central Business District,Entire condominium (condo),Entire home/apt,7,2 baths,2.0,4.0,293.0,1,1125,0,0,0,218,25,4.52,4.76,4.84,4.96,4.8,4.92,4.68,t
f,Central Business District,Entire condominium (condo),Entire home/apt,4,2 baths,2.0,2.0,225.0,1,1125,25,55,85,356,48,4.6,4.69,4.69,4.83,4.46,4.81,4.52,t
t,Central Business District,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,335.0,1,365,20,41,62,305,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,t
f,Central Business District,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,2.0,206.0,1,1125,19,49,79,354,27,4.7,4.74,4.59,4.96,4.67,4.96,4.63,t
f,Central Business District,Entire condominium (condo),Entire home/apt,2,1 bath,1.0,2.0,850.0,1,1125,0,0,0,0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
f,Central Business District,Entire condominium (condo),Entire home/apt,6,2 baths,2.0,3.0,237.0,1,1125,22,52,79,353,29,4.79,4.83,4.97,4.72,4.69,5.0,4.76,t
f,Central Business District,Entire condominium (condo),Entire home/apt,8,3 baths,3.0,4.0,583.0,1,1125,27,52,82,357,48,4.67,4.71,4.81,4.79,4.69,4.88,4.85,t
t,Gentilly Terrace,Entire residential home,Entire home/apt,6,2 baths,3.0,4.0,170.0,2,1125,15,19,43,179,43,4.95,4.98,4.93,4.95,4.95,4.84,4.95,t
f,Lower Garden District,Room in bed and breakfast,Hotel room,4,1 private bath,2.0,2.0,185.0,2,21,13,30,55,134,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
f,Central City,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,101.0,2,30,10,19,49,305,7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
f,Gentilly Terrace,Entire residential home,Entire home/apt,6,2 baths,3.0,3.0,236.0,2,1125,30,60,90,365,10,4.6,5.0,4.9,5.0,4.8,4.8,4.7,f
t,City Park,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,139.0,2,29,3,6,32,113,48,4.98,5.0,5.0,5.0,5.0,4.98,4.83,t
f,Lower Garden District,Room in bed and breakfast,Hotel room,2,1 private bath,1.0,1.0,165.0,1,21,17,41,71,154,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Tulane - Gravier,Entire loft,Entire home/apt,4,2 baths,2.0,2.0,118.0,1,1125,15,24,24,24,151,4.78,4.89,4.77,4.92,4.93,4.76,4.85,t
f,Tulane - Gravier,Private room in residential home,Private room,2,1 shared bath,1.0,1.0,37.0,30,1125,0,5,35,244,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
f,Marigny,Private room in residential home,Private room,2,1 private bath,1.0,1.0,80.0,30,90,29,59,89,361,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,St. Bernard Area,Entire guesthouse,Entire home/apt,4,1 bath,2.0,2.0,100.0,1,15,0,0,0,0,59,4.92,4.92,5.0,4.97,4.86,4.63,4.73,f
f,Central Business District,Entire condominium (condo),Entire home/apt,6,1 bath,2.0,3.0,215.0,7,7,0,0,0,0,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,Mid-City,Entire guest suite,Entire home/apt,4,1.5 baths,2.0,2.0,179.0,3,1125,18,48,78,168,9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
t,West Riverside,Entire residential home,Entire home/apt,10,2 baths,5.0,8.0,290.0,2,90,20,46,72,252,31,4.97,5.0,4.94,4.97,4.94,5.0,5.0,t
t,Central Business District,Entire condominium (condo),Entire home/apt,6,2 baths,3.0,5.0,480.0,3,14,27,53,79,126,39,4.97,4.92,4.92,5.0,5.0,5.0,4.9,t
t,Uptown,Entire rental unit,Entire home/apt,7,1 bath,2.0,4.0,139.0,2,1125,21,35,61,102,27,4.96,4.96,4.85,4.93,5.0,4.96,4.89,t
f,French Quarter,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,2.0,244.0,3,30,19,49,79,354,22,4.5,4.55,4.59,4.86,4.64,4.86,4.36,t
f,French Quarter,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,2.0,309.0,3,30,22,52,82,357,33,4.42,4.52,4.91,4.76,4.36,4.97,4.73,t
t,French Quarter,Entire townhouse,Entire home/apt,8,2.5 baths,3.0,3.0,255.0,30,1125,6,36,66,246,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
t,Mid-City,Entire residential home,Entire home/apt,6,2 baths,3.0,3.0,232.0,2,1125,20,42,65,243,60,4.95,4.97,4.98,4.97,4.98,4.8,4.93,t
f,Tulane - Gravier,Entire residential home,Entire home/apt,16,6 baths,8.0,8.0,665.0,30,1125,13,32,53,248,6,5.0,5.0,4.83,5.0,5.0,4.5,5.0,f
f,Read Blvd East,Entire residential home,Entire home/apt,10,2.5 baths,5.0,8.0,945.0,1,365,0,0,4,275,7,4.86,4.86,4.86,4.86,4.86,4.86,4.43,t
f,Marigny,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,120.0,2,14,0,0,0,0,4,4.75,5.0,4.75,5.0,5.0,5.0,4.75,f
f,Central City,Room in bed and breakfast,Hotel room,2,1 private bath,1.0,1.0,165.0,1,21,16,38,67,143,2,4.5,5.0,4.0,5.0,5.0,5.0,5.0,t
t,Bayou St. John,Entire residential home,Entire home/apt,10,3 baths,5.0,7.0,385.0,2,365,13,40,70,266,44,4.89,4.95,4.86,4.84,4.95,4.68,4.93,t
t,Mid-City,Private room in residential home,Private room,2,1 private bath,1.0,1.0,87.0,2,1125,19,37,67,245,31,4.97,4.84,4.84,5.0,5.0,4.74,4.84,f
f,Little Woods,Entire condominium (condo),Entire home/apt,15,3.5 baths,7.0,7.0,560.0,30,1125,7,37,67,342,16,4.13,4.13,4.56,4.25,4.25,4.19,4.06,t
f,Little Woods,Entire rental unit,Entire home/apt,16,3 baths,9.0,13.0,619.0,30,1125,7,37,67,342,7,2.43,2.57,2.71,3.0,2.86,2.71,2.14,t
f,Lower Garden District,Room in bed and breakfast,Hotel room,2,1 private bath,1.0,1.0,227.0,2,21,16,37,57,125,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,Lower Garden District,Room in bed and breakfast,Hotel room,2,1 private bath,1.0,1.0,165.0,2,21,24,50,80,166,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,Central City,Room in bed and breakfast,Hotel room,2,1 private bath,1.0,1.0,165.0,2,21,17,38,68,141,21,4.86,4.9,4.95,4.95,4.86,4.9,4.76,t
f,Lower Garden District,Room in bed and breakfast,Hotel room,2,1 private bath,1.0,1.0,165.0,2,21,20,47,77,154,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
f,Central City,Room in bed and breakfast,Hotel room,2,1 private bath,1.0,1.0,179.0,2,21,0,0,0,0,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,Lower Garden District,Room in bed and breakfast,Hotel room,2,1 private bath,1.0,1.0,185.0,2,21,18,43,70,156,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,Central City,Room in bed and breakfast,Hotel room,2,1 private bath,2.0,2.0,185.0,2,21,27,57,82,167,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,Marigny,Entire villa,Entire home/apt,10,3 baths,5.0,6.0,451.0,2,1125,18,45,75,337,40,4.58,4.35,4.65,4.78,4.53,4.85,4.3,t
f,Marigny,Entire villa,Entire home/apt,8,2 baths,4.0,4.0,307.0,2,1125,11,30,60,311,54,4.61,4.48,4.54,4.76,4.72,4.8,4.57,t
f,Tulane - Gravier,Entire residential home,Entire home/apt,10,3 baths,5.0,6.0,374.0,2,1125,20,50,80,80,67,4.76,4.72,4.58,4.88,4.78,4.63,4.67,t
f,Tulane - Gravier,Entire townhouse,Entire home/apt,10,3 baths,5.0,5.0,317.0,2,1125,7,37,67,67,77,4.64,4.74,4.4,4.77,4.83,4.58,4.69,t
f,Pines Village,Entire residential home,Entire home/apt,6,1 bath,3.0,2.0,293.0,3,1125,27,57,87,177,1,0.0,4.91,4.88,4.96,4.95,4.87,4.83,f
f,Milan,Private room in residential home,Private room,2,1 private bath,1.0,1.0,109.0,3,14,25,55,85,85,4,4.25,4.25,5.0,4.0,4.0,4.25,4.25,f
t,Marigny,Entire residential home,Entire home/apt,4,1 bath,2.0,3.0,105.0,1,1125,0,0,0,0,10,4.8,4.8,4.2,4.9,4.9,4.9,4.9,f
f,Lower Garden District,Room in bed and breakfast,Hotel room,2,1 private bath,1.0,1.0,186.0,2,21,0,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
f,Milan,Entire residential home,Entire home/apt,8,2 baths,3.0,3.0,159.0,2,5,0,0,0,125,1,5.0,5.0,5.0,5.0,4.0,5.0,5.0,f
f,Read Blvd West,Private room in residential home,Private room,10,2 shared baths,4.0,3.0,50.0,30,1125,30,60,90,365,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,t
t,Central Business District,Entire condominium (condo),Entire home/apt,6,3.5 baths,3.0,3.0,543.0,1,365,0,0,4,146,18,4.94,4.94,4.83,4.94,5.0,5.0,4.89,t
t,Mid-City,Entire guest suite,Entire home/apt,4,1 bath,1.0,2.0,99.0,1,1125,10,18,19,83,44,4.93,4.95,4.98,4.98,5.0,4.86,4.93,f
f,Central Business District,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,100.0,30,1125,0,0,0,0,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
f,Central City,Room in boutique hotel,Private room,8,2 baths,2.0,4.0,281.0,1,1125,16,34,34,34,1,5.0,3.0,3.0,5.0,5.0,5.0,5.0,t
f,Central City,Room in boutique hotel,Private room,12,3 baths,3.0,6.0,422.0,1,1125,16,34,34,34,1,4.0,4.0,4.0,5.0,5.0,3.0,3.0,t
f,Central City,Private room in resort,Private room,2,1 shared bath,1.0,1.0,175.0,12,12,0,0,0,0,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
f,French Quarter,Entire condominium (condo),Entire home/apt,8,2 baths,3.0,3.0,242.0,30,180,29,59,89,179,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
f,French Quarter,Entire condominium (condo),Entire home/apt,4,1.5 baths,1.0,2.0,187.0,30,180,29,59,89,179,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
t,St. Claude,Entire residential home,Entire home/apt,6,3 baths,3.0,7.0,262.0,3,90,13,13,13,13,72,4.96,4.96,4.97,5.0,4.94,4.6,4.86,f
t,Bywater,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,282.0,3,1125,4,14,30,65,10,4.9,5.0,5.0,5.0,5.0,5.0,4.7,f
f,Mid-City,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,108.0,1,150,23,53,83,83,13,4.46,4.46,4.46,4.69,4.69,4.54,4.54,f
f,Central Business District,Entire condominium (condo),Entire home/apt,4,1 bath,2.0,2.0,220.0,3,1125,0,0,0,169,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
f,West Riverside,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,85.0,6,1125,0,0,13,13,13,4.85,4.92,4.85,5.0,5.0,4.62,4.85,t
f,East Riverside,Entire residential home,Entire home/apt,6,2 baths,2.0,2.0,61.0,30,1125,1,1,1,161,3,5.0,5.0,4.67,5.0,5.0,5.0,4.67,f
f,Central Business District,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,2.0,104.0,1,1125,17,41,67,67,35,4.14,4.14,4.11,4.34,4.34,4.34,4.14,f
f,Central Business District,Entire rental unit,Entire home/apt,6,2.5 baths,2.0,3.0,381.0,2,1125,25,54,84,223,24,4.33,4.67,4.42,4.54,4.63,4.75,4.29,t
f,French Quarter,Entire condominium (condo),Entire home/apt,6,2 baths,2.0,2.0,295.0,30,1125,29,59,89,179,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
f,St. Thomas Dev,Tiny house,Entire home/apt,1,1 bath,1.0,1.0,77.0,2,60,14,35,58,195,4,5.0,5.0,5.0,5.0,5.0,5.0,4.75,f
t,St. Roch,Entire residential home,Entire home/apt,6,2 baths,3.0,3.0,228.0,3,1125,4,10,28,89,31,4.9,4.97,4.81,5.0,5.0,4.71,4.87,f
t,Mid-City,Entire residential home,Entire home/apt,6,3 baths,4.0,4.0,699.0,3,1125,0,22,37,123,35,5.0,5.0,5.0,5.0,5.0,4.71,4.83,f
t,Lower Garden District,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,108.0,1,1125,5,23,47,47,167,4.89,4.91,4.85,4.9,4.89,4.94,4.83,t
f,Central Business District,Room in hotel,Private room,4,1 bath,1.0,2.0,207.0,1,1125,21,47,47,58,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,Central Business District,Room in hotel,Private room,8,2 baths,2.0,4.0,415.0,1,1125,21,47,47,58,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,Central Business District,Room in hotel,Private room,4,1 bath,1.0,2.0,207.0,1,1125,21,47,47,58,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Tulane - Gravier,Entire residential home,Entire home/apt,11,2 baths,3.0,6.0,362.0,2,1125,27,52,75,144,11,4.91,4.91,5.0,4.91,5.0,4.45,5.0,t
t,Milan,Entire residential home,Entire home/apt,6,2 baths,2.0,3.0,263.0,3,1125,13,27,27,259,41,5.0,4.95,4.93,5.0,4.98,5.0,4.78,t
f,Tulane - Gravier,Entire townhouse,Entire home/apt,10,3 baths,5.0,6.0,338.0,2,1125,20,50,80,80,78,4.49,4.73,4.4,4.72,4.77,4.46,4.58,t
f,Tulane - Gravier,Entire townhouse,Entire home/apt,10,3 baths,5.0,5.0,354.0,2,1125,20,50,80,80,73,4.71,4.84,4.48,4.9,4.84,4.55,4.71,t
t,Milan,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,220.0,3,1125,9,30,57,314,35,4.97,5.0,4.89,4.97,5.0,4.94,4.94,t
t,Seventh Ward,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,125.0,1,28,17,47,77,150,61,4.85,4.9,4.95,5.0,5.0,4.74,4.87,f
t,St. Claude,Entire residential home,Entire home/apt,4,2 baths,2.0,2.0,175.0,3,1125,18,42,68,68,51,4.86,4.88,4.8,5.0,5.0,4.59,4.78,t
t,Uptown,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,118.0,3,60,5,15,33,85,32,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
f,Marigny,Entire villa,Entire home/apt,16,4 baths,7.0,9.0,722.0,3,365,21,51,70,338,3,3.67,3.67,3.67,5.0,4.0,4.67,3.67,t
f,Treme - Lafitte,Entire residential home,Entire home/apt,5,1 bath,2.0,3.0,143.0,7,60,0,12,42,42,11,4.64,4.73,4.64,4.91,4.64,4.27,4.36,t
f,French Quarter,Room in hotel,Private room,4,1 shared bath,1.0,2.0,120.0,4,7,0,0,0,0,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,French Quarter,Room in hotel,Private room,4,1 bath,1.0,2.0,115.0,7,7,0,0,0,0,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Dillard,Entire residential home,Entire home/apt,7,2 baths,3.0,4.0,185.0,2,1125,21,45,75,75,40,4.93,4.98,4.93,4.98,4.85,4.88,4.98,t
